citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
72 FR 20213, 07-2027,20220,https://www.federalregister.gov/documents/2007/04/23/07-2027/2007-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2007-04-23/pdf/07-2027.pdf,Presidential Document,Executive Order,04/23/2007,04/18/2007,20211,"2007 Amendments to the Manual for Courts-Martial, United States","Amends: EO 12473, April 13, 1984",13430
72 FR 18101, 07-1816,18102,https://www.federalregister.gov/documents/2007/04/10/07-1816/establishing-an-emergency-board-to-investigate-a-dispute-between-metro-north-railroad-and-its,https://www.govinfo.gov/content/pkg/FR-2007-04-10/pdf/07-1816.pdf,Presidential Document,Executive Order,04/10/2007,04/04/2007,18099,Establishing an Emergency Board To Investigate a Dispute Between Metro-North Railroad and Its Maintenance of Way Employees Represented by the International Brotherhood of Teamsters,"See: EO 13417, December 6, 2006",13429
72 FR 16693, 07-1704,16693,https://www.federalregister.gov/documents/2007/04/04/07-1704/renaming-a-national-forest-in-the-commonwealth-of-puerto-rico,https://www.govinfo.gov/content/pkg/FR-2007-04-04/pdf/07-1704.pdf,Presidential Document,Executive Order,04/04/2007,04/02/2007,16691,Renaming a National Forest in the Commonwealth of Puerto Rico,"See: EO 7059-A, June 4, 1935; EO 10992, February 9, 1962",13428
72 FR 10879, 07-1152,10879,https://www.federalregister.gov/documents/2007/03/09/07-1152/extending-privileges-and-immunities-to-the-permanent-observer-mission-of-the-holy-see-to-the-united,https://www.govinfo.gov/content/pkg/FR-2007-03-09/pdf/07-1152.pdf,Presidential Document,Executive Order,03/09/2007,03/07/2007,10877,Extending Privileges and Immunities to the Permanent Observer Mission of the Holy See to the United Nations,"",13427
72 FR 10589, 07-1137,10591,https://www.federalregister.gov/documents/2007/03/08/07-1137/establishing-a-commission-on-care-for-americas-returning-wounded-warriors-and-a-task-force-on,https://www.govinfo.gov/content/pkg/FR-2007-03-08/pdf/07-1137.pdf,Presidential Document,Executive Order,03/08/2007,03/06/2007,10587,Establishing a Commission on Care for America's Returning Wounded Warriors and a Task Force on Returning Global War on Terror Heroes,"",13426
72 FR 7737, 07-780,7738,https://www.federalregister.gov/documents/2007/02/20/07-780/trial-of-alien-unlawful-enemy-combatants-by-military-commission,https://www.govinfo.gov/content/pkg/FR-2007-02-20/pdf/07-780.pdf,Presidential Document,Executive Order,02/20/2007,02/14/2007,7737,Trial of Alien Unlawful Enemy Combatants by Military Commission,"Supersedes: Military Order of November 13, 2001",13425
72 FR 4409, 07-419,4409,https://www.federalregister.gov/documents/2007/01/30/07-419/further-amendment-to-executive-order-13285-relating-to-the-presidents-council-on-service-and-civic,https://www.govinfo.gov/content/pkg/FR-2007-01-30/pdf/07-419.pdf,Presidential Document,Executive Order,01/30/2007,01/26/2007,4409,"Further Amendment to Executive Order 13285, Relating to the President's Council on Service and Civic Participation","Amends: EO 13285, January 29, 2003",13424
72 FR 3919, 07-374,3923,https://www.federalregister.gov/documents/2007/01/26/07-374/strengthening-federal-environmental-energy-and-transportation-management,https://www.govinfo.gov/content/pkg/FR-2007-01-26/pdf/07-374.pdf,Presidential Document,Executive Order,01/26/2007,01/24/2007,3917,"Strengthening Federal Environmental, Energy, and Transportation Management","Amends: EO 13327, February 4, 2004;;
 ;  Revokes: EO 13101, September 14, 1998; EO 13123, June 3, 1999; EO 13134, August 12, 1999; EO 13148, April 21, 2000; EO 13149, April 21, 2000;;
 ;  See: EO 13432, May 14, 2007; EO 13514, October 5, 2009
Revoked by: EO 13693, March 25, 2015",13423
72 FR 2763, 07-293,2765,https://www.federalregister.gov/documents/2007/01/23/07-293/further-amendment-to-executive-order-12866-on-regulatory-planning-and-review,https://www.govinfo.gov/content/pkg/FR-2007-01-23/pdf/07-293.pdf,Presidential Document,Executive Order,01/23/2007,01/18/2007,2763,Further Amendment to Executive Order 12866 on Regulatory Planning and Review,"Amends: EO 12866, September 30, 1993;;
 ;  Revoked by: EO 13497, January 30, 2009",13422
72 FR 425, 06-9993,425,https://www.federalregister.gov/documents/2007/01/04/06-9993/providing-for-the-closing-of-government-departments-and-agencies-on-january-2-2007,https://www.govinfo.gov/content/pkg/FR-2007-01-04/pdf/06-9993.pdf,Presidential Document,Executive Order,01/04/2007,12/28/2006,425,"Providing for the Closing of Government Departments and Agencies on January 2, 2007","See: EO 11582, February 11, 1971",13421
71 FR 77565, 06-9895,77567,https://www.federalregister.gov/documents/2006/12/26/06-9895/national-aeronautics-research-and-development,https://www.govinfo.gov/content/pkg/FR-2006-12-26/pdf/06-9895.pdf,Presidential Document,Executive Order,12/26/2006,12/20/2006,77563,National Aeronautics Research and Development,"See: EO 12881, November 23, 1993; EO 13346, July 8, 2004; EO 13479, November 18, 2008",13419
71 FR 77571, 06-9896,77580,https://www.federalregister.gov/documents/2006/12/26/06-9896/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2006-12-26/pdf/06-9896.pdf,Presidential Document,Executive Order,12/26/2006,12/21/2006,77569,Adjustments of Certain Rates of Pay,"Supersedes: EO 13393, December 22, 2005;;
 ;  Superseded by: EO 13454, January 4, 2008",13420
71 FR 75647, 06-9770,75647,https://www.federalregister.gov/documents/2006/12/18/06-9770/amendment-to-executive-order-13317-volunteers-for-prosperity,https://www.govinfo.gov/content/pkg/FR-2006-12-18/pdf/06-9770.pdf,Presidential Document,Executive Order,12/18/2006,12/14/2006,75647,"Amendment to Executive Order 13317, Volunteers for Prosperity","Amends: EO 13317, September 25, 2003",13418
71 FR 71457, 06-9632,71461,https://www.federalregister.gov/documents/2006/12/08/06-9632/establishing-an-emergency-board-to-investigate-disputes-between-metro-north-railroad-and-certain-of,https://www.govinfo.gov/content/pkg/FR-2006-12-08/pdf/06-9632.pdf,Presidential Document,Executive Order,12/08/2006,12/06/2006,71457,Establishing an Emergency Board To Investigate Disputes Between Metro-North Railroad and Certain of Its Employees Represented by Certain Labor Organizations,"",13417
71 FR 71033, 06-9619,71035,https://www.federalregister.gov/documents/2006/12/07/06-9619/strengthening-surface-transportation-security,https://www.govinfo.gov/content/pkg/FR-2006-12-07/pdf/06-9619.pdf,Presidential Document,Executive Order,12/07/2006,12/05/2006,71031,Strengthening Surface Transportation Security,"See: EO 12866, September 30, 1993",13416
71 FR 70641, 06-9561,70641,https://www.federalregister.gov/documents/2006/12/05/06-9561/assignment-of-certain-pay-related-functions,https://www.govinfo.gov/content/pkg/FR-2006-12-05/pdf/06-9561.pdf,Presidential Document,Executive Order,12/05/2006,12/01/2006,70639,Assignment of Certain Pay-Related Functions,"Revokes in part: EO 12748, February 1, 1991; EO 12828, January 5, 1993",13415
71 FR 65365, 06-9148,65365,https://www.federalregister.gov/documents/2006/11/08/06-9148/amendment-to-executive-order-13402-strengthening-federal-efforts-to-protect-against-identity-theft,https://www.govinfo.gov/content/pkg/FR-2006-11-08/pdf/06-9148.pdf,Presidential Document,Executive Order,11/08/2006,11/03/2006,65365,"Amendment to Executive Order 13402, Strengthening Federal Efforts To Protect Against Identity Theft","Amends: EO 13402, May 10, 2006",13414
71 FR 64103, 06-9020,64108,https://www.federalregister.gov/documents/2006/10/31/06-9020/blocking-property-of-certain-persons-contributing-to-the-conflict-in-the-democratic-republic-of-the,https://www.govinfo.gov/content/pkg/FR-2006-10-31/pdf/06-9020.pdf,Presidential Document,Executive Order,10/31/2006,10/27/2006,64103,Blocking Property of Certain Persons Contributing to the Conflict in the Democratic Republic of the Congo,"See: Notice of October 24, 2007; Notice of October 22, 2008; Notice of October 20, 2009;
 Amended by: EO 13671, July 8, 2014",13413
71 FR 61369, 06-8769,61371,https://www.federalregister.gov/documents/2006/10/17/06-8769/blocking-property-of-and-prohibiting-transactions-with-the-government-of-sudan,https://www.govinfo.gov/content/pkg/FR-2006-10-17/pdf/06-8769.pdf,Presidential Document,Executive Order,10/17/2006,10/13/2006,61367,Blocking Property of and Prohibiting Transactions With the Government of Sudan,"See: EO 13067, November 3, 1997; Notice of November 1, 2006; Notice of November 1, 2007; Notice of October 30, 2008; Notice of October 27, 2009; EO 13804, July 11, 2017",13412
71 FR 52729, 06-7492,52731,https://www.federalregister.gov/documents/2006/09/06/06-7492/improving-assistance-for-disaster-victims,https://www.govinfo.gov/content/pkg/FR-2006-09-06/pdf/06-7492.pdf,Presidential Document,Executive Order,09/06/2006,08/29/2006,52727,Improving Assistance for Disaster Victims,"",13411
71 FR 51089, 06-7220,51091,https://www.federalregister.gov/documents/2006/08/28/06-7220/promoting-quality-and-efficient-health-care-in-federal-government-administered-or-sponsored-health,https://www.govinfo.gov/content/pkg/FR-2006-08-28/pdf/06-7220.pdf,Presidential Document,Executive Order,08/28/2006,08/22/2006,51087,Promoting Quality and Efficient Health Care in Federal Government Administered or Sponsored Health Care Programs,"",13410
71 FR 38511, 06-6101,38512,https://www.federalregister.gov/documents/2006/07/07/06-6101/establishing-an-emergency-board-to-investigate-a-dispute-between-southeastern-pennsylvania,https://www.govinfo.gov/content/pkg/FR-2006-07-07/pdf/06-6101.pdf,Presidential Document,Executive Order,07/07/2006,07/03/2006,38511,Establishing an Emergency Board To Investigate a Dispute Between Southeastern Pennsylvania Transportation Authority and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen,"",13409
71 FR 37807, 06-5984,37807,https://www.federalregister.gov/documents/2006/07/03/06-5984/amending-executive-order-13381-as-amended-to-extend-its-duration-by-one-year,https://www.govinfo.gov/content/pkg/FR-2006-07-03/pdf/06-5984.pdf,Presidential Document,Executive Order,07/03/2006,06/29/2006,37807,"Amending Executive Order 13381, As Amended, To Extend its Duration by One Year","Amends: EO 13381, June 27, 2005",13408
71 FR 36973, 06-5828,36974,https://www.federalregister.gov/documents/2006/06/28/06-5828/protecting-the-property-rights-of-the-american-people,https://www.govinfo.gov/content/pkg/FR-2006-06-28/pdf/06-5828.pdf,Presidential Document,Executive Order,06/28/2006,06/23/2006,36971,Protecting the Property Rights of the American People,"See: EO 12630, March 15, 1988",13406
71 FR 36975, 06-5829,36977,https://www.federalregister.gov/documents/2006/06/28/06-5829/public-alert-and-warning-system,https://www.govinfo.gov/content/pkg/FR-2006-06-28/pdf/06-5829.pdf,Presidential Document,Executive Order,06/28/2006,06/26/2006,36975,Public Alert and Warning System,"Amends: EO 12472, April 3, 1984",13407
71 FR 35485, 06-5592,35487,https://www.federalregister.gov/documents/2006/06/20/06-5592/blocking-property-of-certain-persons-undermining-democratic-processes-or-institutions-in-belarus,https://www.govinfo.gov/content/pkg/FR-2006-06-20/pdf/06-5592.pdf,Presidential Document,Executive Order,06/20/2006,06/16/2006,35483,Blocking Property of Certain Persons Undermining Democratic Processes or Institutions in Belarus,"See: Notice of June 14, 2007; Notice of June 6, 2008; Notice of June 12, 2009; Notice of June 8, 2010",13405
71 FR 33593, 06-5351,33594,https://www.federalregister.gov/documents/2006/06/12/06-5351/task-force-on-new-americans,https://www.govinfo.gov/content/pkg/FR-2006-06-12/pdf/06-5351.pdf,Presidential Document,Executive Order,06/12/2006,06/07/2006,33593,Task Force on New Americans,"",13404
71 FR 28543, 06-4652,28544,https://www.federalregister.gov/documents/2006/05/16/06-4652/amendments-to-executive-orders-11030-13279-13339-13381-and-13389-and-revocation-of-executive-order,https://www.govinfo.gov/content/pkg/FR-2006-05-16/pdf/06-4652.pdf,Presidential Document,Executive Order,05/16/2006,05/12/2006,28543,"Amendments to Executive Orders 11030, 13279, 13339, 13381, and 13389, and Revocation of Executive Order 13011","Amends: EO 11030, June 19, 1962;;
 ;  Amends: EO 13279, December 12, 2002;;
 ;  Amends: EO 13339, May 13, 2004;;
 ;  Amends: EO 13381, June 27, 2005;;
 ;  Amends: EO 13389, November 1, 2005;;
 ;  Revokes: EO 13011, July 16, 1996",13403
71 FR 27945, 06-4552,27947,https://www.federalregister.gov/documents/2006/05/15/06-4552/strengthening-federal-efforts-to-protect-against-identity-theft,https://www.govinfo.gov/content/pkg/FR-2006-05-15/pdf/06-4552.pdf,Presidential Document,Executive Order,05/15/2006,05/10/2006,27945,Strengthening Federal Efforts To Protect Against Identity Theft,"Amended by: EO 13414, November 3, 2006",13402
71 FR 25483, 06-4121,25486,https://www.federalregister.gov/documents/2006/05/01/06-4121/blocking-property-of-persons-in-connection-with-the-conflict-in-sudans-darfur-region,https://www.govinfo.gov/content/pkg/FR-2006-05-01/pdf/06-4121.pdf,Presidential Document,Executive Order,05/01/2006,04/26/2006,25483,Blocking Property of Persons in Connection With the Conflict in Sudan's Darfur Region,"See: EO 13067, November 3, 1997; Notice of November 1, 2006; Notice of November 1, 2007; Notice of October 30, 2008; Notice of October 27, 2009",13400
71 FR 25737, 06-4132,25738,https://www.federalregister.gov/documents/2006/05/01/06-4132/responsibilities-of-federal-departments-and-agencies-with-respect-to-volunteer-community-service,https://www.govinfo.gov/content/pkg/FR-2006-05-01/pdf/06-4132.pdf,Presidential Document,Executive Order,05/01/2006,04/27/2006,25737,Responsibilities of Federal Departments and Agencies With Respect to Volunteer Community Service,"See: EO 12820, November 5, 1992",13401
71 FR 25059, 06-4085,25061,https://www.federalregister.gov/documents/2006/04/28/06-4085/blocking-property-of-additional-persons-in-connection-with-the-national-emergency-with-respect-to,https://www.govinfo.gov/content/pkg/FR-2006-04-28/pdf/06-4085.pdf,Presidential Document,Executive Order,04/28/2006,04/25/2006,25059,Blocking Property of Additional Persons in Connection With the National Emergency With Respect to Syria,"See: EO 13338, May 11, 2004; EO 13460, February 13, 2008; Notice of May 8, 2006; Notice of May 8, 2007; Notice of May 7, 2008; Notice of May 7, 2009; Notice of May 3, 2010; EO 13572, April 29, 2011; EO 13573, May 18, 2011; EO 13582, August 17, 2011",13399
71 FR 20519, 06-3865,20521,https://www.federalregister.gov/documents/2006/04/21/06-3865/national-mathematics-advisory-panel,https://www.govinfo.gov/content/pkg/FR-2006-04-21/pdf/06-3865.pdf,Presidential Document,Executive Order,04/21/2006,04/18/2006,20519,National Mathematics Advisory Panel,"",13398
71 FR 12275, 06-2362,12276,https://www.federalregister.gov/documents/2006/03/09/06-2362/responsibilities-of-the-department-of-homeland-security-with-respect-to-faith-based-and-community,https://www.govinfo.gov/content/pkg/FR-2006-03-09/pdf/06-2362.pdf,Presidential Document,Executive Order,03/09/2006,03/07/2006,12273,Responsibilities of the Department of Homeland Security With Respect to Faith-Based and Community Initiatives,"",13397
71 FR 7389, 06-1316,7392,https://www.federalregister.gov/documents/2006/02/10/06-1316/blocking-property-of-certain-persons-contributing-to-the-conflict-in-cocircte-divoire,https://www.govinfo.gov/content/pkg/FR-2006-02-10/pdf/06-1316.pdf,Presidential Document,Executive Order,02/10/2006,02/07/2006,7387,Blocking Property of Certain Persons Contributing to the Conflict in C[ocirc]te d'Ivoire,"See: Notice of February 5, 2007; Notice of February 5, 2008; Notice of February 4, 2009; Notice of February 2, 2010
Revoked by: EO 13739, September 14, 2016",13396
